question_id,question_text,decomposition,program,operators,split
SPIDER_train_6676,How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,return customers ;return first names of  #1 ;return #1 where  #2 is Rylan ;return last names of  #1 ;return #1 where  #4 is Goodwin ;return #1 of  both #3 and #5 ;return lessons taken by #6 ;return #7 that  were completed ;return number of  #8,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Rylan']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is Goodwin']"", ""INTERSECTION['#1', '#3', '#5']"", ""PROJECT['lessons taken by #REF', '#6']"", ""FILTER['#7', 'that were completed']"", ""AGGREGATE['count', '#8']""]","['select', 'project', 'comparative', 'project', 'comparative', 'intersection', 'project', 'filter', 'aggregate']",train
SPIDER_train_6677,How many lessons did the customer Ryan Goodwin complete?,return customers ;return lessons complete of  #1 ;return #2 where  #1 is  Ryan Goodwin ;return number of #3,"[""SELECT['customers']"", ""PROJECT['lessons complete of #REF', '#1']"", ""COMPARATIVE['#2', '#1', 'is Ryan Goodwin']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'comparative', 'aggregate']",train
SPIDER_train_6678,"What is maximum, minimum and average amount of outstanding of customer?","return customers ;return amounts outstanding of #1 ;return maximum of #2 ;return minimum of #2 ;return average of #2 ;return #3 ,  #4 ,   #5","[""SELECT['customers']"", ""PROJECT['amounts outstanding of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""AGGREGATE['min', '#2']"", ""AGGREGATE['avg', '#2']"", ""UNION['#3', '#4', '#5']""]","['select', 'project', 'aggregate', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_6679,"What is the maximum, minimum, and average amount of money outsanding for all customers?","return customers ;return money outsanding of #1 ;return amounts of #2 ;return maximum of #3 ;return minimum of #3 ;return average of #3 ;return #4 , #5 ,  #6","[""SELECT['customers']"", ""PROJECT['money outsanding of #REF', '#1']"", ""PROJECT['amounts of #REF', '#2']"", ""AGGREGATE['max', '#3']"", ""AGGREGATE['min', '#3']"", ""AGGREGATE['avg', '#3']"", ""UNION['#4', '#5', '#6']""]","['select', 'project', 'project', 'aggregate', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_6680,List the first name and last name of customers have the amount of outstanding between 1000 and 3000.,"return customers ;return amounts outstanding of  #1 ;return #1 where  #2 is at least 1000 ;return #1 where  #2 is at most 3000 ;return #1 of  both #3 and #4 ;return first names of  #5 ;return last names of  #5 ;return #6 ,  #7","[""SELECT['customers']"", ""PROJECT['amounts outstanding of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is at least 1000']"", ""COMPARATIVE['#1', '#2', 'is at most 3000']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['first names of #REF', '#5']"", ""PROJECT['last names of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_6681,What are the first and last names of all customers with between 1000 and 3000 dollars outstanding?,"return customers ;return dollars outstanding of  #1 ;return #1 where #2 is  at least 1000 ;return #1 where #2 is  at most 3000 ;return #1 of  both #3 and  #4 ;return first names of  #5 ;return last names of  #5 ;return #6 ,  #7","[""SELECT['customers']"", ""PROJECT['dollars outstanding of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is at least 1000']"", ""COMPARATIVE['#1', '#2', 'is at most 3000']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['first names of #REF', '#5']"", ""PROJECT['last names of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_6682,List first name and last name of customers lived in city Lockmanfurt.,"return customers ;return cities #1 lived in ;return #1 where  #2 is Lockmanfurt ;return first names of  #3 ;return last names of  #3 ;return #4 ,  #5","[""SELECT['customers']"", ""PROJECT['cities #REF lived in', '#1']"", ""COMPARATIVE['#1', '#2', 'is Lockmanfurt']"", ""PROJECT['first names of #REF', '#3']"", ""PROJECT['last names of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_6683,What are the first and last names of all customers who lived in Lockmanfurt?,"return Lockmanfurt ;return customers who  lived in #1 ;return first names of #2 ;return last names of #2 ;return #3 , #4","[""SELECT['Lockmanfurt']"", ""PROJECT['customers who lived in #REF', '#1']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last names of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_6684,Which country does customer with first name as Carole and last name as Bernhard lived in?,return customers ;return first names of #1 ;return #1 where #2 is  Carole ;return last names of #1 ;return #1 where #4 is  Bernhard ;return country of #1 ;return #6 of both #3 and #5,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Carole']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is Bernhard']"", ""PROJECT['country of #REF', '#1']"", ""INTERSECTION['#6', '#3', '#5']""]","['select', 'project', 'comparative', 'project', 'comparative', 'project', 'intersection']",train
SPIDER_train_6685,What is the country in which the customer Carole Bernhard lived?,return the  customer Carole Bernhard ;return the  country that  #1 lived in,"[""SELECT['the customer Carole Bernhard']"", ""PROJECT['the country that #REF lived in', '#1']""]","['select', 'project']",train
SPIDER_train_6686,What is zip code of customer with first name as Carole and last name as Bernhard?,return customers ;return first names of  #1 ;return #1 where #2 is  Carole ;return last names of  #1 ;return #1 where #4 is  Bernhard ;return #1 of  both #3 and  #5 ;return zip code of  #6,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Carole']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is Bernhard']"", ""INTERSECTION['#1', '#3', '#5']"", ""PROJECT['zip code of #REF', '#6']""]","['select', 'project', 'comparative', 'project', 'comparative', 'intersection', 'project']",train
SPIDER_train_6687,What is the zip code of the customer Carole Bernhard?,return customers ;return #1 that  is  Carole Bernhard ;return zip code of #2,"[""SELECT['customers']"", ""FILTER['#1', 'that is Carole Bernhard']"", ""PROJECT['zip code of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_6688,Which city does has most number of customers?,return cities ;return customers of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest,"[""SELECT['cities']"", ""PROJECT['customers of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]","['select', 'project', 'group', 'superlative']",train
SPIDER_train_6689,What is the city with the most customers?,return cities ;return customers of #1 ;return number of #2 for each #1 ;return #1 where #3 is  the highest,"[""SELECT['cities']"", ""PROJECT['customers of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is the highest']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_669,"Show ids, customer ids, names for all accounts.","return accounts ;return ids  of #1 ;return customer ids  of #1 ;return names of #1 ;return #2 ,  #3 ,   #4","[""SELECT['accounts']"", ""PROJECT['ids of #REF', '#1']"", ""PROJECT['customer ids of #REF', '#1']"", ""PROJECT['names of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_6690,How much in total does customer with first name as Carole and last name as Bernhard paid?,return customers ;return #1 with  first name Carole ;return #1 with  last name Bernhard ;return #1 in both #2 and #3 ;return how much #4 has paid ;return the  sum of #5,"[""SELECT['customers']"", ""FILTER['#1', 'with first name Carole']"", ""FILTER['#1', 'with last name Bernhard']"", ""INTERSECTION['#1', '#2', '#3']"", ""PROJECT['how much #REF has paid', '#4']"", ""AGGREGATE['sum', '#5']""]","['select', 'filter', 'filter', 'intersection', 'project', 'aggregate']",train
SPIDER_train_6691,What is the total amount of moeny paid by the customer Carole Bernhard?,return customers ;return #1 that  is  Carole Bernhard ;return amount paid by #2 ;return sum of  #3,"[""SELECT['customers']"", ""FILTER['#1', 'that is Carole Bernhard']"", ""PROJECT['amount paid by #REF', '#2']"", ""AGGREGATE['sum', '#3']""]","['select', 'filter', 'project', 'aggregate']",train
SPIDER_train_6692,List the number of customers that did not have any payment history.,return customers ;return #1 that have payment history ;return #1 besides  #2 ;return number of  #3,"[""SELECT['customers']"", ""FILTER['#1', 'that have payment history']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]","['select', 'filter', 'discard', 'aggregate']",train
SPIDER_train_6693,How many customers have no payment histories?,return customers ;return #1 with  payment histories ;return #1 besides #2 ;return number of #3,"[""SELECT['customers']"", ""FILTER['#1', 'with payment histories']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]","['select', 'filter', 'discard', 'aggregate']",train
SPIDER_train_6694,List first name and last name of customers that have more than 2 payments.,"return customers ;return payments of  #1 ;return number of  #2 for each  #1 ;return #1 where  #3 is higher than 2 ;return first names of  #4 ;return last names of  #4 ;return #5 ,  #6","[""SELECT['customers']"", ""PROJECT['payments of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is higher than 2']"", ""PROJECT['first names of #REF', '#4']"", ""PROJECT['last names of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'group', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_6695,What are the first and last names of all customers with more than 2 payments?,"return customers ;return payments of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  higher than 2 ;return first names of  #4 ;return last names of  #4 ;return #5 ,  #6","[""SELECT['customers']"", ""PROJECT['payments of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is higher than 2']"", ""PROJECT['first names of #REF', '#4']"", ""PROJECT['last names of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'group', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_6696,List all payment methods and number of payments using each payment methods.,"return payment  methods  ;return payments using #1 ;return number of  #2 for each #1 ;return #1 ,  #3","[""SELECT['payment methods']"", ""PROJECT['payments using #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_6697,"For each payment method, how many payments were made?",return payment methods ;return payments of  #1 ;return number of #2 for each #1,"[""SELECT['payment methods']"", ""PROJECT['payments of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_6698,How many lessons were in cancelled state?,return lessons ;return states of  #1 ;return #1 where  #2 is  cancelled ;return number of #3,"[""SELECT['lessons']"", ""PROJECT['states of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is cancelled']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'comparative', 'aggregate']",train
SPIDER_train_6699,How many lessons have been cancelled?,return lessons ;return #1 which  have  been cancelled ;return number of #2,"[""SELECT['lessons']"", ""FILTER['#1', 'which have been cancelled']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_67,What is detail of the student who most recently registered course?,return student ;return when  #1 registered course ;return #1 where #2 is  most recently ;return detail of  #3,"[""SELECT['student']"", ""PROJECT['when #REF registered course', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""PROJECT['detail of #REF', '#3']""]","['select', 'project', 'superlative', 'project']",train
SPIDER_train_670,"What are the account ids, customer ids, and account names for all the accounts?","return accounts ;return account  ids of  #1 ;return customer ids of  #1 ;return account  names of  #1 ;return #2 ,  #3 ,   #4","[""SELECT['accounts']"", ""PROJECT['account ids of #REF', '#1']"", ""PROJECT['customer ids of #REF', '#1']"", ""PROJECT['account names of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_6700,"List lesson id of all lessons taught by staff with first name as Janessa, last name as Sawayn and nickname containing letter 's'.",return staff ;return first name  of #1 ;return #1 where #2 is Janessa ;return last name  of #3 ;return #3 where #4 is Sawayn ;return nickname of #5 ;return #5 where #6 contain letter 's ;return lessons taught by #7 ;return lesson id of #8,"[""SELECT['staff']"", ""PROJECT['first name of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Janessa']"", ""PROJECT['last name of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is Sawayn']"", ""PROJECT['nickname of #REF', '#5']"", ""COMPARATIVE['#5', '#6', 'contain letter s']"", ""PROJECT['lessons taught by #REF', '#7']"", ""PROJECT['lesson id of #REF', '#8']""]","['select', 'project', 'comparative', 'project', 'comparative', 'project', 'comparative', 'project', 'project']",train
SPIDER_train_6701,What are the the lesson ids of all staff taught by Janessa Sawayn whose nickname has the letter s?,return staff ;return #1 taught by Janessa Sawayn ;return nicknames of  #2 ;return #2 where #3 has  the  letter s ;return lesson ids of  #4,"[""SELECT['staff']"", ""FILTER['#1', 'taught by Janessa Sawayn']"", ""PROJECT['nicknames of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'has the letter s']"", ""PROJECT['lesson ids of #REF', '#4']""]","['select', 'filter', 'project', 'comparative', 'project']",train
SPIDER_train_6702,How many lessons taught by staff whose first name has letter 'a' in it?,return staff ;return first names of  #1 ;return #1 where  #2 has 'a ;return lessons taught by #3 ;return number of  #4,"[""SELECT['staff']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'has a']"", ""PROJECT['lessons taught by #REF', '#3']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_6703,How many lessons were taught by a staff member whose first name has the letter 'a' in it?,return staff members ;return first names of  #1 ;return #1 where  #2 has the  letter 'a ;return lessons taught by #3 ;return number of  #4,"[""SELECT['staff members']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'has the letter a']"", ""PROJECT['lessons taught by #REF', '#3']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_6704,How long is the total lesson time taught by staff with first name as Janessa and last name as Sawayn?,return staff ;return first name  of  #1 ;return last name  of  #1 ;return #1 where  #2 is  Janessa ;return #1 where  #3 is  Sawayn ;return #1 of  both #4 and #5 ;return lesson times of  #6 ;return sum of  #7,"[""SELECT['staff']"", ""PROJECT['first name of #REF', '#1']"", ""PROJECT['last name of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Janessa']"", ""COMPARATIVE['#1', '#3', 'is Sawayn']"", ""INTERSECTION['#1', '#4', '#5']"", ""PROJECT['lesson times of #REF', '#6']"", ""AGGREGATE['sum', '#7']""]","['select', 'project', 'project', 'comparative', 'comparative', 'intersection', 'project', 'aggregate']",train
SPIDER_train_6705,What is the total time for all lessons taught by Janessa Sawayn?,return lessons ;return #1 taught by Janessa Sawayn ;return times of #2 ;return the  sum of #3,"[""SELECT['lessons']"", ""FILTER['#1', 'taught by Janessa Sawayn']"", ""PROJECT['times of #REF', '#2']"", ""AGGREGATE['sum', '#3']""]","['select', 'filter', 'project', 'aggregate']",train
SPIDER_train_6706,What is average lesson price taught by staff with first name as Janessa and last name as Sawayn?,return staff ;return first names of  #1 ;return #1 where #2 is  Janessa ;return last names of  #1 ;return #1 where #4 is  Sawayn ;return #1 of  both #3 and  #5 ;return lesson prices of  #6 ;return average of  #7,"[""SELECT['staff']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Janessa']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is Sawayn']"", ""INTERSECTION['#1', '#3', '#5']"", ""PROJECT['lesson prices of #REF', '#6']"", ""AGGREGATE['avg', '#7']""]","['select', 'project', 'comparative', 'project', 'comparative', 'intersection', 'project', 'aggregate']",train
SPIDER_train_6707,What is the average price for a lesson taught by Janessa Sawayn?,return lessons ;return #1 taught by Janessa Sawayn ;return prices of  #2 ;return average of  #3,"[""SELECT['lessons']"", ""FILTER['#1', 'taught by Janessa Sawayn']"", ""PROJECT['prices of #REF', '#2']"", ""AGGREGATE['avg', '#3']""]","['select', 'filter', 'project', 'aggregate']",train
SPIDER_train_6708,How many lesson does customer with first name Ray took?,return customers ;return first names of  #1 ;return #1 where  #2 is  Ray ;return lessons of  #3 ;return number of #4,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Ray']"", ""PROJECT['lessons of #REF', '#3']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_6709,How many lessons did the customer with the first name Ray take?,return customers ;return first names of #1 ;return #1 where #2 is  Ray ;return lessons that  #3 take ;return number of  #4,"[""SELECT['customers']"", ""PROJECT['first names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Ray']"", ""PROJECT['lessons that #REF take', '#3']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_671,Show other account details for account with name 338.,return accounts ;return names of  #1 ;return #1 where #2 is  338 ;return other account  details of  #3,"[""SELECT['accounts']"", ""PROJECT['names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 338']"", ""PROJECT['other account details of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_6710,Which last names are both used by customers and by staff?,return customers ;return last names of #1 ;return staff ;return last names of #3 ;return last names ;return #5 in both #2 and #4,"[""SELECT['customers']"", ""PROJECT['last names of #REF', '#1']"", ""SELECT['staff']"", ""PROJECT['last names of #REF', '#3']"", ""SELECT['last names']"", ""INTERSECTION['#5', '#2', '#4']""]","['select', 'project', 'select', 'project', 'select', 'intersection']",train
SPIDER_train_6711,What are the last names that are used by customers and staff?,"return customers ;return last names of  #1 ;return staff ;return last names of  #3 ;return #2 ,  #4","[""SELECT['customers']"", ""PROJECT['last names of #REF', '#1']"", ""SELECT['staff']"", ""PROJECT['last names of #REF', '#3']"", ""UNION['#2', '#4']""]","['select', 'project', 'select', 'project', 'union']",train
SPIDER_train_6712,What is the first name of the staff who did not give any lesson?,return staff ;return #1 who  did give lessons ;return #1 besides  #2 ;return the  first name of  #3,"[""SELECT['staff']"", ""FILTER['#1', 'who did give lessons']"", ""DISCARD['#1', '#2']"", ""PROJECT['the first name of #REF', '#3']""]","['select', 'filter', 'discard', 'project']",train
SPIDER_train_6713,What is the first name of all employees who do not give any lessons?,return employees ;return #1 who  do not  give any lessons ;return first name of  #2,"[""SELECT['employees']"", ""FILTER['#1', 'who do not give any lessons']"", ""PROJECT['first name of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_6714,What is the id and detail of the vehicle used in lessons for most of the times?,"return vehicles ;return times used in lessons of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest ;return id of #4 ;return detail of #4 ;return #5 ,  #6","[""SELECT['vehicles']"", ""PROJECT['times used in lessons of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']"", ""PROJECT['id of #REF', '#4']"", ""PROJECT['detail of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'group', 'superlative', 'project', 'project', 'union']",train
SPIDER_train_6715,How many faculty do we have?,return faculty ;return number of #1,"[""SELECT['faculty']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_6716,What is the total number of faculty members?,return faculty members ;return number of  #1,"[""SELECT['faculty members']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_6717,What ranks do we have for faculty?,return faculty ;return ranks for #1,"[""SELECT['faculty']"", ""PROJECT['ranks for #REF', '#1']""]","['select', 'project']",train
SPIDER_train_6718,Find the list of distinct ranks for faculty.,return faculty ;return ranks of  #1 ;return distinct #2,"[""SELECT['faculty']"", ""PROJECT['ranks of #REF', '#1']"", ""PROJECT['distinct #REF', '#2']""]","['select', 'project', 'project']",train
SPIDER_train_6719,Show all the distinct buildings that have faculty rooms.,return buildings ;return rooms of  #1 ;return #1 where #2 is  faculty room ;return distinct #3,"[""SELECT['buildings']"", ""PROJECT['rooms of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is faculty room']"", ""PROJECT['distinct #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_672,What are the other account details for the account with the name 338?,return accounts ;return #1 with the  name 338 ;return other account  details for #2,"[""SELECT['accounts']"", ""FILTER['#1', 'with the name 338']"", ""PROJECT['other account details for #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_6720,What buildings have faculty offices?,return buildings ;return #1 that  have  faculty offices,"[""SELECT['buildings']"", ""FILTER['#1', 'that have faculty offices']""]","['select', 'filter']",train
SPIDER_train_6721,"Show the rank, first name, and last name for all the faculty.","return faculty ;return ranks of  #1 ;return first names of  #1 ;return last names of  #1 ;return #2 ,  #3 ,   #4","[""SELECT['faculty']"", ""PROJECT['ranks of #REF', '#1']"", ""PROJECT['first names of #REF', '#1']"", ""PROJECT['last names of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_6722,"What are the rank, first name, and last name of the faculty members?","return faculty members ;return ranks of  #1 ;return first names of  #1 ;return last names of  #1 ;return #2 ,  #3 ,   #4","[""SELECT['faculty members']"", ""PROJECT['ranks of #REF', '#1']"", ""PROJECT['first names of #REF', '#1']"", ""PROJECT['last names of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_6723,"Show the first name, last name, and phone number for all female faculty members.","return faculty members ;return #1 that are female ;return first names of #2 ;return last names of #2 ;return phone numbers of #2 ;return #3 ,  #4 ,   #5","[""SELECT['faculty members']"", ""FILTER['#1', 'that are female']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last names of #REF', '#2']"", ""PROJECT['phone numbers of #REF', '#2']"", ""UNION['#3', '#4', '#5']""]","['select', 'filter', 'project', 'project', 'project', 'union']",train
SPIDER_train_6724,"What are the first name, last name, and phone number of all the female faculty members?","return faculty members ;return #1 that  are  female ;return first names of  #2 ;return last names of  #2 ;return phone numbers of  #3 ;return #3 ,  #4 ,   #5","[""SELECT['faculty members']"", ""FILTER['#1', 'that are female']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last names of #REF', '#2']"", ""PROJECT['phone numbers of #REF', '#3']"", ""UNION['#3', '#4', '#5']""]","['select', 'filter', 'project', 'project', 'project', 'union']",train
SPIDER_train_6725,Show ids for all the male faculty.,return faculty ;return #1 that  are  males ;return ids of  #2,"[""SELECT['faculty']"", ""FILTER['#1', 'that are males']"", ""PROJECT['ids of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_6726,What are the faculty ids of all the male faculty members?,return faculty  ;return members of  #1 ;return male #2 ;return faculty  ids of  #3,"[""SELECT['faculty']"", ""PROJECT['members of #REF', '#1']"", ""PROJECT['male #REF', '#2']"", ""PROJECT['faculty ids of #REF', '#3']""]","['select', 'project', 'project', 'project']",train
SPIDER_train_6727,How many female Professors do we have?,return Professors ;return #1 that  are  female ;return number of  #2,"[""SELECT['Professors']"", ""FILTER['#1', 'that are female']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_6728,Count the number of female Professors we have.,return Professors ;return that  are  female #1 ;return number of #2,"[""SELECT['Professors']"", ""PROJECT['that are female #REF', '#1']"", ""AGGREGATE['count', '#2']""]","['select', 'project', 'aggregate']",train
SPIDER_train_6729,"Show the phone, room, and building for the faculty named Jerry Prince.","return faculty ;return #1 named Jerry Prince ;return phone for #2 ;return room for #2 ;return building for #2 ;return #3 ,  #4 ,   #5","[""SELECT['faculty']"", ""FILTER['#1', 'named Jerry Prince']"", ""PROJECT['phone for #REF', '#2']"", ""PROJECT['room for #REF', '#2']"", ""PROJECT['building for #REF', '#2']"", ""UNION['#3', '#4', '#5']""]","['select', 'filter', 'project', 'project', 'project', 'union']",train
SPIDER_train_673,"What is the first name, last name, and phone of the customer with account name 162?","return customers ;return accounts of #1 ;return account names of #2 ;return #1 where #3 is  162 ;return first name of #4 ;return last name of #4 ;return phone of #4 ;return #5 ,  #6 ,   #7","[""SELECT['customers']"", ""PROJECT['accounts of #REF', '#1']"", ""PROJECT['account names of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is 162']"", ""PROJECT['first name of #REF', '#4']"", ""PROJECT['last name of #REF', '#4']"", ""PROJECT['phone of #REF', '#4']"", ""UNION['#5', '#6', '#7']""]","['select', 'project', 'project', 'comparative', 'project', 'project', 'project', 'union']",train
SPIDER_train_6730,"What are the phone, room, and building of the faculty member called Jerry Prince?","return faculty members ;return #1 called Jerry Prince ;return the  phone of  #2 ;return the  room of  #2 ;return the  building of  #2 ;return #3 ,  #4 ,   #5","[""SELECT['faculty members']"", ""FILTER['#1', 'called Jerry Prince']"", ""PROJECT['the phone of #REF', '#2']"", ""PROJECT['the room of #REF', '#2']"", ""PROJECT['the building of #REF', '#2']"", ""UNION['#3', '#4', '#5']""]","['select', 'filter', 'project', 'project', 'project', 'union']",train
SPIDER_train_6731,How many Professors are in building NEB?,return Professors ;return #1 in building NEB ;return number of #2,"[""SELECT['Professors']"", ""FILTER['#1', 'in building NEB']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_6732,Count the number of Professors who have office in building NEB.,return Professors ;return offices of #1 ;return #1 where #2 is buildings NEB ;return number of  #3,"[""SELECT['Professors']"", ""PROJECT['offices of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is buildings NEB']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'comparative', 'aggregate']",train
SPIDER_train_6733,Show the first name and last name for all the instructors.,"return all instructors ;return first name  of  #1 ;return last name  of  #1 ;return #2 ,  #3","[""SELECT['all instructors']"", ""PROJECT['first name of #REF', '#1']"", ""PROJECT['last name of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_6734,What are the first name and last name of all the instructors?,"return instructors ;return the  first names of #1 ;return the  last names of #1 ;return #2 ,  #3","[""SELECT['instructors']"", ""PROJECT['the first names of #REF', '#1']"", ""PROJECT['the last names of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_6735,Show all the buildings along with the number of faculty members the buildings have.,"return buildings ;return faculty members of  #1 ;return number of  #2 for each  #1 ;return #1 ,  #3","[""SELECT['buildings']"", ""PROJECT['faculty members of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_6736,How many faculty members does each building have? List the result with the name of the building.,"return buildings ;return faculty of  #1 ;return number of #2 for each #1 ;return names of  #1 ;return #3 ,   #4","[""SELECT['buildings']"", ""PROJECT['faculty of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""PROJECT['names of #REF', '#1']"", ""UNION['#3', '#4']""]","['select', 'project', 'group', 'project', 'union']",train
SPIDER_train_6737,Which building has most faculty members?,return buildings ;return number of  faculty members for each  #1 ;return #1 where #2 is  the  highest,"[""SELECT['buildings']"", ""PROJECT['members', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is the highest']""]","['select', 'project', 'group', 'comparative']",train
